position	matches	mismatches	insertions	deletions	flank	sample	locus_id
179,30,672,2,1,0,right,HG00118_realigned.bam,chr1_16712_16727
180,31,670,2,1,0,right,HG00118_realigned.bam,chr1_16712_16727
181,32,670,1,1,0,right,HG00118_realigned.bam,chr1_16712_16727
182,33,669,2,0,0,right,HG00118_realigned.bam,chr1_16712_16727
183,34,670,1,0,0,right,HG00118_realigned.bam,chr1_16712_16727
184,35,667,4,1,0,right,HG00118_realigned.bam,chr1_16712_16727
185,36,668,3,1,0,right,HG00118_realigned.bam,chr1_16712_16727
186,37,666,4,3,0,right,HG00118_realigned.bam,chr1_16712_16727
187,38,659,10,1,0,right,HG00118_realigned.bam,chr1_16712_16727
188,39,665,4,4,0,right,HG00118_realigned.bam,chr1_16712_16727
189,40,668,1,3,0,right,HG00118_realigned.bam,chr1_16712_16727
190,41,665,4,3,0,right,HG00118_realigned.bam,chr1_16712_16727
191,42,665,4,3,0,right,HG00118_realigned.bam,chr1_16712_16727
192,43,663,4,2,0,right,HG00118_realigned.bam,chr1_16712_16727
193,44,664,2,2,0,right,HG00118_realigned.bam,chr1_16712_16727
194,45,661,4,2,0,right,HG00118_realigned.bam,chr1_16712_16727
195,46,663,2,0,0,right,HG00118_realigned.bam,chr1_16712_16727
196,47,662,2,1,0,right,HG00118_realigned.bam,chr1_16712_16727
197,48,662,1,3,0,right,HG00118_realigned.bam,chr1_16712_16727
198,49,662,1,2,1,right,HG00118_realigned.bam,chr1_16712_16727
199,50,656,7,2,1,right,HG00118_realigned.bam,chr1_16712_16727
200,51,653,8,2,1,right,HG00118_realigned.bam,chr1_16712_16727
201,52,653,7,4,0,right,HG00118_realigned.bam,chr1_16712_16727
202,53,654,5,2,0,right,HG00118_realigned.bam,chr1_16712_16727
203,54,653,5,2,0,right,HG00118_realigned.bam,chr1_16712_16727
204,55,656,2,2,0,right,HG00118_realigned.bam,chr1_16712_16727
205,56,656,2,0,0,right,HG00118_realigned.bam,chr1_16712_16727
206,57,654,4,0,0,right,HG00118_realigned.bam,chr1_16712_16727
207,58,653,4,0,0,right,HG00118_realigned.bam,chr1_16712_16727
208,59,655,1,0,0,right,HG00118_realigned.bam,chr1_16712_16727
209,60,650,6,2,0,right,HG00118_realigned.bam,chr1_16712_16727
210,61,651,3,2,1,right,HG00118_realigned.bam,chr1_16712_16727
211,62,653,1,0,2,right,HG00118_realigned.bam,chr1_16712_16727
212,63,652,2,1,2,right,HG00118_realigned.bam,chr1_16712_16727
213,64,651,3,0,2,right,HG00118_realigned.bam,chr1_16712_16727
214,65,650,3,1,0,right,HG00118_realigned.bam,chr1_16712_16727
215,66,648,5,1,0,right,HG00118_realigned.bam,chr1_16712_16727
216,67,651,2,1,1,right,HG00118_realigned.bam,chr1_16712_16727
217,68,650,2,1,0,right,HG00118_realigned.bam,chr1_16712_16727
218,69,651,1,1,0,right,HG00118_realigned.bam,chr1_16712_16727
219,70,646,3,1,0,right,HG00118_realigned.bam,chr1_16712_16727
220,71,644,5,1,0,right,HG00118_realigned.bam,chr1_16712_16727
221,72,647,1,0,0,right,HG00118_realigned.bam,chr1_16712_16727
222,73,645,2,0,0,right,HG00118_realigned.bam,chr1_16712_16727
223,74,640,6,1,2,right,HG00118_realigned.bam,chr1_16712_16727
224,75,641,3,1,0,right,HG00118_realigned.bam,chr1_16712_16727
225,76,635,7,1,0,right,HG00118_realigned.bam,chr1_16712_16727
226,77,637,3,1,0,right,HG00118_realigned.bam,chr1_16712_16727
227,78,632,7,2,1,right,HG00118_realigned.bam,chr1_16712_16727
228,79,633,5,1,0,right,HG00118_realigned.bam,chr1_16712_16727
229,80,632,5,1,2,right,HG00118_realigned.bam,chr1_16712_16727
230,81,634,2,1,0,right,HG00118_realigned.bam,chr1_16712_16727
231,82,623,11,1,0,right,HG00118_realigned.bam,chr1_16712_16727
232,83,628,6,1,0,right,HG00118_realigned.bam,chr1_16712_16727
233,84,631,3,1,0,right,HG00118_realigned.bam,chr1_16712_16727
234,85,632,2,0,0,right,HG00118_realigned.bam,chr1_16712_16727
235,86,631,3,1,0,right,HG00118_realigned.bam,chr1_16712_16727
236,87,634,0,1,0,right,HG00118_realigned.bam,chr1_16712_16727
237,88,631,3,0,1,right,HG00118_realigned.bam,chr1_16712_16727
238,89,626,7,0,1,right,HG00118_realigned.bam,chr1_16712_16727
239,90,624,5,1,1,right,HG00118_realigned.bam,chr1_16712_16727
240,91,624,5,1,2,right,HG00118_realigned.bam,chr1_16712_16727
241,92,623,4,0,0,right,HG00118_realigned.bam,chr1_16712_16727
242,93,623,1,0,0,right,HG00118_realigned.bam,chr1_16712_16727
243,94,619,4,0,1,right,HG00118_realigned.bam,chr1_16712_16727
244,95,620,3,2,1,right,HG00118_realigned.bam,chr1_16712_16727
245,96,614,9,2,2,right,HG00118_realigned.bam,chr1_16712_16727
246,97,618,5,3,0,right,HG00118_realigned.bam,chr1_16712_16727
247,98,617,6,0,0,right,HG00118_realigned.bam,chr1_16712_16727
248,99,622,1,0,0,right,HG00118_realigned.bam,chr1_16712_16727
249,100,617,6,0,1,right,HG00118_realigned.bam,chr1_16712_16727
250,101,621,2,1,0,right,HG00118_realigned.bam,chr1_16712_16727
251,102,616,4,1,0,right,HG00118_realigned.bam,chr1_16712_16727
252,103,617,3,2,0,right,HG00118_realigned.bam,chr1_16712_16727
253,104,612,7,5,0,right,HG00118_realigned.bam,chr1_16712_16727
254,105,612,6,0,0,right,HG00118_realigned.bam,chr1_16712_16727
255,106,611,7,1,1,right,HG00118_realigned.bam,chr1_16712_16727
256,107,613,5,1,2,right,HG00118_realigned.bam,chr1_16712_16727
257,108,614,2,1,2,right,HG00118_realigned.bam,chr1_16712_16727
258,109,612,4,1,2,right,HG00118_realigned.bam,chr1_16712_16727
259,110,611,5,4,0,right,HG00118_realigned.bam,chr1_16712_16727
260,111,614,2,3,0,right,HG00118_realigned.bam,chr1_16712_16727
261,112,611,5,1,0,right,HG00118_realigned.bam,chr1_16712_16727
262,113,609,7,0,2,right,HG00118_realigned.bam,chr1_16712_16727
263,114,614,2,0,0,right,HG00118_realigned.bam,chr1_16712_16727
264,115,612,2,0,0,right,HG00118_realigned.bam,chr1_16712_16727
265,116,607,5,0,1,right,HG00118_realigned.bam,chr1_16712_16727
266,117,606,6,2,3,right,HG00118_realigned.bam,chr1_16712_16727
267,118,608,4,0,0,right,HG00118_realigned.bam,chr1_16712_16727
268,119,599,10,0,1,right,HG00118_realigned.bam,chr1_16712_16727
269,120,603,6,0,0,right,HG00118_realigned.bam,chr1_16712_16727
270,121,601,8,2,0,right,HG00118_realigned.bam,chr1_16712_16727
271,122,601,4,2,0,right,HG00118_realigned.bam,chr1_16712_16727
272,123,601,4,2,0,right,HG00118_realigned.bam,chr1_16712_16727
273,124,598,5,0,1,right,HG00118_realigned.bam,chr1_16712_16727
274,125,597,4,0,0,right,HG00118_realigned.bam,chr1_16712_16727
275,126,597,3,0,0,right,HG00118_realigned.bam,chr1_16712_16727
276,127,591,8,0,1,right,HG00118_realigned.bam,chr1_16712_16727
277,128,596,2,0,1,right,HG00118_realigned.bam,chr1_16712_16727
278,129,594,3,0,1,right,HG00118_realigned.bam,chr1_16712_16727
279,130,594,3,0,2,right,HG00118_realigned.bam,chr1_16712_16727
280,131,591,6,0,2,right,HG00118_realigned.bam,chr1_16712_16727
281,132,595,2,0,0,right,HG00118_realigned.bam,chr1_16712_16727
282,133,595,1,0,1,right,HG00118_realigned.bam,chr1_16712_16727
283,134,595,1,0,1,right,HG00118_realigned.bam,chr1_16712_16727
284,135,592,4,0,1,right,HG00118_realigned.bam,chr1_16712_16727
285,136,592,2,0,0,right,HG00118_realigned.bam,chr1_16712_16727
286,137,592,2,0,0,right,HG00118_realigned.bam,chr1_16712_16727
287,138,591,2,0,0,right,HG00118_realigned.bam,chr1_16712_16727
288,139,590,2,0,0,right,HG00118_realigned.bam,chr1_16712_16727
289,140,587,4,0,2,right,HG00118_realigned.bam,chr1_16712_16727
290,141,583,6,0,1,right,HG00118_realigned.bam,chr1_16712_16727
291,142,582,4,0,0,right,HG00118_realigned.bam,chr1_16712_16727
292,143,582,2,0,1,right,HG00118_realigned.bam,chr1_16712_16727
293,144,581,2,0,0,right,HG00118_realigned.bam,chr1_16712_16727
294,145,581,2,0,0,right,HG00118_realigned.bam,chr1_16712_16727
295,146,578,5,0,0,right,HG00118_realigned.bam,chr1_16712_16727
296,147,580,3,0,0,right,HG00118_realigned.bam,chr1_16712_16727
297,148,580,2,0,0,right,HG00118_realigned.bam,chr1_16712_16727
298,149,577,2,0,0,right,HG00118_realigned.bam,chr1_16712_16727
299,150,573,0,0,0,right,HG00118_realigned.bam,chr1_16712_16727
0,-1,214,0,0,0,left,HG00118_realigned.bam,chr1_30867_30891
1,-2,213,1,0,0,left,HG00118_realigned.bam,chr1_30867_30891
2,-3,214,0,0,0,left,HG00118_realigned.bam,chr1_30867_30891
3,-4,213,1,0,0,left,HG00118_realigned.bam,chr1_30867_30891
4,-5,213,1,0,0,left,HG00118_realigned.bam,chr1_30867_30891
5,-6,212,2,0,0,left,HG00118_realigned.bam,chr1_30867_30891
6,-7,212,2,0,0,left,HG00118_realigned.bam,chr1_30867_30891
7,-8,206,8,0,1,left,HG00118_realigned.bam,chr1_30867_30891
8,-9,210,4,1,0,left,HG00118_realigned.bam,chr1_30867_30891
9,-10,213,1,1,0,left,HG00118_realigned.bam,chr1_30867_30891
10,-11,212,2,0,0,left,HG00118_realigned.bam,chr1_30867_30891
11,-12,211,3,1,0,left,HG00118_realigned.bam,chr1_30867_30891
12,-13,210,4,0,0,left,HG00118_realigned.bam,chr1_30867_30891
13,-14,214,0,0,0,left,HG00118_realigned.bam,chr1_30867_30891
14,-15,212,2,0,1,left,HG00118_realigned.bam,chr1_30867_30891
15,-16,208,6,0,1,left,HG00118_realigned.bam,chr1_30867_30891
16,-17,211,3,0,1,left,HG00118_realigned.bam,chr1_30867_30891
17,-18,210,4,0,2,left,HG00118_realigned.bam,chr1_30867_30891
18,-19,213,1,0,4,left,HG00118_realigned.bam,chr1_30867_30891
19,-20,212,2,1,1,left,HG00118_realigned.bam,chr1_30867_30891
20,-21,213,1,2,1,left,HG00118_realigned.bam,chr1_30867_30891
21,-22,214,0,0,1,left,HG00118_realigned.bam,chr1_30867_30891
22,-23,211,3,0,1,left,HG00118_realigned.bam,chr1_30867_30891
23,-24,214,0,0,0,left,HG00118_realigned.bam,chr1_30867_30891
24,-25,213,1,0,0,left,HG00118_realigned.bam,chr1_30867_30891
25,-26,211,3,0,0,left,HG00118_realigned.bam,chr1_30867_30891
26,-27,210,4,0,1,left,HG00118_realigned.bam,chr1_30867_30891
27,-28,213,1,0,3,left,HG00118_realigned.bam,chr1_30867_30891
28,-29,213,1,0,1,left,HG00118_realigned.bam,chr1_30867_30891
29,-30,213,1,0,0,left,HG00118_realigned.bam,chr1_30867_30891
30,-31,211,3,0,0,left,HG00118_realigned.bam,chr1_30867_30891
31,-32,213,1,0,0,left,HG00118_realigned.bam,chr1_30867_30891
32,-33,210,4,0,0,left,HG00118_realigned.bam,chr1_30867_30891
33,-34,213,1,0,0,left,HG00118_realigned.bam,chr1_30867_30891
34,-35,214,0,0,0,left,HG00118_realigned.bam,chr1_30867_30891
35,-36,213,1,0,0,left,HG00118_realigned.bam,chr1_30867_30891
36,-37,210,4,0,0,left,HG00118_realigned.bam,chr1_30867_30891
37,-38,213,1,0,1,left,HG00118_realigned.bam,chr1_30867_30891
38,-39,214,0,0,0,left,HG00118_realigned.bam,chr1_30867_30891
39,-40,213,1,0,0,left,HG00118_realigned.bam,chr1_30867_30891
40,-41,212,2,0,0,left,HG00118_realigned.bam,chr1_30867_30891
41,-42,213,1,0,0,left,HG00118_realigned.bam,chr1_30867_30891
42,-43,210,4,0,0,left,HG00118_realigned.bam,chr1_30867_30891
43,-44,214,0,0,0,left,HG00118_realigned.bam,chr1_30867_30891
44,-45,209,5,0,0,left,HG00118_realigned.bam,chr1_30867_30891
45,-46,210,4,0,0,left,HG00118_realigned.bam,chr1_30867_30891
46,-47,214,0,0,0,left,HG00118_realigned.bam,chr1_30867_30891
47,-48,213,1,0,0,left,HG00118_realigned.bam,chr1_30867_30891
48,-49,213,1,0,0,left,HG00118_realigned.bam,chr1_30867_30891
49,-50,213,1,0,1,left,HG00118_realigned.bam,chr1_30867_30891
50,-51,212,2,0,2,left,HG00118_realigned.bam,chr1_30867_30891
51,-52,214,0,0,0,left,HG00118_realigned.bam,chr1_30867_30891
52,-53,214,0,0,0,left,HG00118_realigned.bam,chr1_30867_30891
53,-54,213,1,0,0,left,HG00118_realigned.bam,chr1_30867_30891
54,-55,211,3,0,0,left,HG00118_realigned.bam,chr1_30867_30891
55,-56,212,2,0,0,left,HG00118_realigned.bam,chr1_30867_30891
56,-57,213,1,0,0,left,HG00118_realigned.bam,chr1_30867_30891
57,-58,212,2,0,0,left,HG00118_realigned.bam,chr1_30867_30891
58,-59,211,3,0,0,left,HG00118_realigned.bam,chr1_30867_30891
59,-60,213,1,0,0,left,HG00118_realigned.bam,chr1_30867_30891
60,-61,211,3,0,1,left,HG00118_realigned.bam,chr1_30867_30891
61,-62,211,3,0,1,left,HG00118_realigned.bam,chr1_30867_30891
62,-63,214,0,0,1,left,HG00118_realigned.bam,chr1_30867_30891
63,-64,211,3,0,0,left,HG00118_realigned.bam,chr1_30867_30891
64,-65,212,2,0,0,left,HG00118_realigned.bam,chr1_30867_30891
65,-66,213,1,0,0,left,HG00118_realigned.bam,chr1_30867_30891
66,-67,213,1,0,0,left,HG00118_realigned.bam,chr1_30867_30891
67,-68,214,0,0,0,left,HG00118_realigned.bam,chr1_30867_30891
68,-69,214,0,0,0,left,HG00118_realigned.bam,chr1_30867_30891
69,-70,213,1,0,0,left,HG00118_realigned.bam,chr1_30867_30891
70,-71,214,0,0,0,left,HG00118_realigned.bam,chr1_30867_30891
71,-72,213,1,0,0,left,HG00118_realigned.bam,chr1_30867_30891
72,-73,214,0,0,0,left,HG00118_realigned.bam,chr1_30867_30891
73,-74,214,0,0,0,left,HG00118_realigned.bam,chr1_30867_30891
74,-75,213,1,0,0,left,HG00118_realigned.bam,chr1_30867_30891
75,-76,212,2,0,0,left,HG00118_realigned.bam,chr1_30867_30891
76,-77,213,1,0,0,left,HG00118_realigned.bam,chr1_30867_30891
77,-78,211,3,0,0,left,HG00118_realigned.bam,chr1_30867_30891
78,-79,213,1,0,0,left,HG00118_realigned.bam,chr1_30867_30891
79,-80,214,0,0,0,left,HG00118_realigned.bam,chr1_30867_30891
80,-81,213,1,0,0,left,HG00118_realigned.bam,chr1_30867_30891
81,-82,214,0,0,0,left,HG00118_realigned.bam,chr1_30867_30891
82,-83,212,2,0,0,left,HG00118_realigned.bam,chr1_30867_30891
83,-84,214,0,0,0,left,HG00118_realigned.bam,chr1_30867_30891
84,-85,212,2,0,0,left,HG00118_realigned.bam,chr1_30867_30891
85,-86,213,1,0,0,left,HG00118_realigned.bam,chr1_30867_30891
86,-87,214,0,0,0,left,HG00118_realigned.bam,chr1_30867_30891
87,-88,212,2,0,0,left,HG00118_realigned.bam,chr1_30867_30891
88,-89,214,0,0,0,left,HG00118_realigned.bam,chr1_30867_30891
89,-90,214,0,0,0,left,HG00118_realigned.bam,chr1_30867_30891
90,-91,213,1,0,0,left,HG00118_realigned.bam,chr1_30867_30891
91,-92,213,1,0,0,left,HG00118_realigned.bam,chr1_30867_30891
92,-93,212,2,0,0,left,HG00118_realigned.bam,chr1_30867_30891
93,-94,212,2,0,0,left,HG00118_realigned.bam,chr1_30867_30891
94,-95,214,0,0,0,left,HG00118_realigned.bam,chr1_30867_30891
95,-96,212,2,0,0,left,HG00118_realigned.bam,chr1_30867_30891
96,-97,214,0,0,0,left,HG00118_realigned.bam,chr1_30867_30891
97,-98,213,1,0,0,left,HG00118_realigned.bam,chr1_30867_30891
98,-99,213,0,0,0,left,HG00118_realigned.bam,chr1_30867_30891
99,-100,213,0,0,0,left,HG00118_realigned.bam,chr1_30867_30891
100,-101,212,1,0,0,left,HG00118_realigned.bam,chr1_30867_30891
101,-102,211,2,0,0,left,HG00118_realigned.bam,chr1_30867_30891
102,-103,213,0,0,0,left,HG00118_realigned.bam,chr1_30867_30891
103,-104,211,2,0,0,left,HG00118_realigned.bam,chr1_30867_30891
104,-105,210,3,0,1,left,HG00118_realigned.bam,chr1_30867_30891
105,-106,213,0,0,1,left,HG00118_realigned.bam,chr1_30867_30891
106,-107,210,3,0,1,left,HG00118_realigned.bam,chr1_30867_30891
107,-108,212,1,0,0,left,HG00118_realigned.bam,chr1_30867_30891
108,-109,213,0,0,0,left,HG00118_realigned.bam,chr1_30867_30891
109,-110,211,2,0,0,left,HG00118_realigned.bam,chr1_30867_30891
110,-111,212,0,0,0,left,HG00118_realigned.bam,chr1_30867_30891
111,-112,211,1,0,0,left,HG00118_realigned.bam,chr1_30867_30891
112,-113,212,0,0,0,left,HG00118_realigned.bam,chr1_30867_30891
113,-114,209,2,0,0,left,HG00118_realigned.bam,chr1_30867_30891
114,-115,208,3,0,0,left,HG00118_realigned.bam,chr1_30867_30891
115,-116,210,1,0,0,left,HG00118_realigned.bam,chr1_30867_30891
116,-117,210,1,0,0,left,HG00118_realigned.bam,chr1_30867_30891
117,-118,210,1,0,0,left,HG00118_realigned.bam,chr1_30867_30891
118,-119,208,3,0,0,left,HG00118_realigned.bam,chr1_30867_30891
119,-120,211,0,0,0,left,HG00118_realigned.bam,chr1_30867_30891
120,-121,210,1,0,0,left,HG00118_realigned.bam,chr1_30867_30891
121,-122,209,2,0,0,left,HG00118_realigned.bam,chr1_30867_30891
122,-123,211,0,0,0,left,HG00118_realigned.bam,chr1_30867_30891
123,-124,206,5,0,0,left,HG00118_realigned.bam,chr1_30867_30891
124,-125,211,0,0,0,left,HG00118_realigned.bam,chr1_30867_30891
125,-126,210,1,0,0,left,HG00118_realigned.bam,chr1_30867_30891
126,-127,211,0,0,0,left,HG00118_realigned.bam,chr1_30867_30891
127,-128,211,0,0,0,left,HG00118_realigned.bam,chr1_30867_30891
128,-129,210,0,0,0,left,HG00118_realigned.bam,chr1_30867_30891
129,-130,207,2,0,1,left,HG00118_realigned.bam,chr1_30867_30891
130,-131,208,1,0,1,left,HG00118_realigned.bam,chr1_30867_30891
131,-132,207,2,0,1,left,HG00118_realigned.bam,chr1_30867_30891
132,-133,208,1,0,0,left,HG00118_realigned.bam,chr1_30867_30891
133,-134,206,3,1,0,left,HG00118_realigned.bam,chr1_30867_30891
134,-135,208,1,2,0,left,HG00118_realigned.bam,chr1_30867_30891
135,-136,209,0,2,0,left,HG00118_realigned.bam,chr1_30867_30891
136,-137,206,2,1,0,left,HG00118_realigned.bam,chr1_30867_30891
137,-138,204,3,2,0,left,HG00118_realigned.bam,chr1_30867_30891
138,-139,206,1,2,0,left,HG00118_realigned.bam,chr1_30867_30891
139,-140,204,3,2,0,left,HG00118_realigned.bam,chr1_30867_30891
140,-141,204,2,0,0,left,HG00118_realigned.bam,chr1_30867_30891
141,-142,203,0,0,0,left,HG00118_realigned.bam,chr1_30867_30891
142,-143,201,2,0,0,left,HG00118_realigned.bam,chr1_30867_30891
143,-144,203,0,0,0,left,HG00118_realigned.bam,chr1_30867_30891
144,-145,203,0,0,0,left,HG00118_realigned.bam,chr1_30867_30891
145,-146,203,0,0,0,left,HG00118_realigned.bam,chr1_30867_30891
146,-147,199,4,0,0,left,HG00118_realigned.bam,chr1_30867_30891
147,-148,201,1,0,0,left,HG00118_realigned.bam,chr1_30867_30891
148,-149,202,0,0,0,left,HG00118_realigned.bam,chr1_30867_30891
149,-150,196,0,0,0,left,HG00118_realigned.bam,chr1_30867_30891
150,1,151,0,0,0,right,HG00118_realigned.bam,chr1_30867_30891
151,2,149,2,0,0,right,HG00118_realigned.bam,chr1_30867_30891
152,3,150,1,0,0,right,HG00118_realigned.bam,chr1_30867_30891
153,4,150,1,0,0,right,HG00118_realigned.bam,chr1_30867_30891
154,5,150,1,0,0,right,HG00118_realigned.bam,chr1_30867_30891
155,6,150,1,0,1,right,HG00118_realigned.bam,chr1_30867_30891
156,7,150,1,0,0,right,HG00118_realigned.bam,chr1_30867_30891
157,8,150,1,0,0,right,HG00118_realigned.bam,chr1_30867_30891
158,9,148,3,0,2,right,HG00118_realigned.bam,chr1_30867_30891
159,10,148,3,0,1,right,HG00118_realigned.bam,chr1_30867_30891
160,11,151,0,0,1,right,HG00118_realigned.bam,chr1_30867_30891
161,12,151,0,0,2,right,HG00118_realigned.bam,chr1_30867_30891
162,13,148,3,0,1,right,HG00118_realigned.bam,chr1_30867_30891
163,14,150,1,0,0,right,HG00118_realigned.bam,chr1_30867_30891
164,15,150,1,0,1,right,HG00118_realigned.bam,chr1_30867_30891
165,16,150,1,0,0,right,HG00118_realigned.bam,chr1_30867_30891
166,17,149,2,0,0,right,HG00118_realigned.bam,chr1_30867_30891
167,18,147,3,0,0,right,HG00118_realigned.bam,chr1_30867_30891
168,19,147,3,0,0,right,HG00118_realigned.bam,chr1_30867_30891
169,20,148,2,0,0,right,HG00118_realigned.bam,chr1_30867_30891
170,21,148,1,0,0,right,HG00118_realigned.bam,chr1_30867_30891
171,22,148,1,0,1,right,HG00118_realigned.bam,chr1_30867_30891
172,23,146,3,0,1,right,HG00118_realigned.bam,chr1_30867_30891
173,24,149,0,0,1,right,HG00118_realigned.bam,chr1_30867_30891
174,25,148,1,0,0,right,HG00118_realigned.bam,chr1_30867_30891
175,26,147,2,0,0,right,HG00118_realigned.bam,chr1_30867_30891
176,27,147,2,0,0,right,HG00118_realigned.bam,chr1_30867_30891
177,28,148,1,0,0,right,HG00118_realigned.bam,chr1_30867_30891
178,29,149,0,0,0,right,HG00118_realigned.bam,chr1_30867_30891
179,30,148,1,0,0,right,HG00118_realigned.bam,chr1_30867_30891
180,31,148,1,0,0,right,HG00118_realigned.bam,chr1_30867_30891
181,32,147,1,0,0,right,HG00118_realigned.bam,chr1_30867_30891
182,33,146,2,0,0,right,HG00118_realigned.bam,chr1_30867_30891
183,34,147,1,0,0,right,HG00118_realigned.bam,chr1_30867_30891
184,35,147,1,0,1,right,HG00118_realigned.bam,chr1_30867_30891
185,36,147,1,0,1,right,HG00118_realigned.bam,chr1_30867_30891
186,37,147,1,0,1,right,HG00118_realigned.bam,chr1_30867_30891
187,38,147,1,0,0,right,HG00118_realigned.bam,chr1_30867_30891
188,39,147,1,1,0,right,HG00118_realigned.bam,chr1_30867_30891
189,40,146,2,2,0,right,HG00118_realigned.bam,chr1_30867_30891
190,41,147,1,1,1,right,HG00118_realigned.bam,chr1_30867_30891
191,42,147,1,0,0,right,HG00118_realigned.bam,chr1_30867_30891
192,43,148,0,0,0,right,HG00118_realigned.bam,chr1_30867_30891
193,44,148,0,0,1,right,HG00118_realigned.bam,chr1_30867_30891
194,45,148,0,1,1,right,HG00118_realigned.bam,chr1_30867_30891
195,46,146,2,2,1,right,HG00118_realigned.bam,chr1_30867_30891
196,47,145,3,1,1,right,HG00118_realigned.bam,chr1_30867_30891
197,48,145,3,1,0,right,HG00118_realigned.bam,chr1_30867_30891
198,49,146,2,1,0,right,HG00118_realigned.bam,chr1_30867_30891
199,50,145,3,1,0,right,HG00118_realigned.bam,chr1_30867_30891
200,51,144,4,1,0,right,HG00118_realigned.bam,chr1_30867_30891
201,52,147,1,1,0,right,HG00118_realigned.bam,chr1_30867_30891
202,53,147,1,0,0,right,HG00118_realigned.bam,chr1_30867_30891
203,54,147,1,0,1,right,HG00118_realigned.bam,chr1_30867_30891
204,55,148,0,0,0,right,HG00118_realigned.bam,chr1_30867_30891
205,56,147,1,0,0,right,HG00118_realigned.bam,chr1_30867_30891
206,57,148,0,0,0,right,HG00118_realigned.bam,chr1_30867_30891
207,58,146,2,0,0,right,HG00118_realigned.bam,chr1_30867_30891
208,59,147,1,0,0,right,HG00118_realigned.bam,chr1_30867_30891
209,60,146,2,0,0,right,HG00118_realigned.bam,chr1_30867_30891
210,61,147,1,0,0,right,HG00118_realigned.bam,chr1_30867_30891
211,62,147,1,0,0,right,HG00118_realigned.bam,chr1_30867_30891
212,63,148,0,0,0,right,HG00118_realigned.bam,chr1_30867_30891
213,64,145,3,0,0,right,HG00118_realigned.bam,chr1_30867_30891
214,65,148,0,0,0,right,HG00118_realigned.bam,chr1_30867_30891
215,66,147,1,0,0,right,HG00118_realigned.bam,chr1_30867_30891
216,67,147,1,0,0,right,HG00118_realigned.bam,chr1_30867_30891
217,68,148,0,0,1,right,HG00118_realigned.bam,chr1_30867_30891
218,69,146,2,0,0,right,HG00118_realigned.bam,chr1_30867_30891
219,70,148,0,0,1,right,HG00118_realigned.bam,chr1_30867_30891
220,71,145,3,0,1,right,HG00118_realigned.bam,chr1_30867_30891
221,72,146,2,0,2,right,HG00118_realigned.bam,chr1_30867_30891
222,73,147,1,0,2,right,HG00118_realigned.bam,chr1_30867_30891
223,74,146,2,0,2,right,HG00118_realigned.bam,chr1_30867_30891
224,75,147,1,0,1,right,HG00118_realigned.bam,chr1_30867_30891
225,76,144,4,0,1,right,HG00118_realigned.bam,chr1_30867_30891
226,77,144,4,0,0,right,HG00118_realigned.bam,chr1_30867_30891
227,78,145,3,0,0,right,HG00118_realigned.bam,chr1_30867_30891
228,79,148,0,0,0,right,HG00118_realigned.bam,chr1_30867_30891
229,80,146,2,0,0,right,HG00118_realigned.bam,chr1_30867_30891
230,81,146,2,0,0,right,HG00118_realigned.bam,chr1_30867_30891
231,82,143,5,0,0,right,HG00118_realigned.bam,chr1_30867_30891
232,83,146,2,0,0,right,HG00118_realigned.bam,chr1_30867_30891
233,84,148,0,0,0,right,HG00118_realigned.bam,chr1_30867_30891
234,85,148,0,0,0,right,HG00118_realigned.bam,chr1_30867_30891
235,86,144,4,0,0,right,HG00118_realigned.bam,chr1_30867_30891
236,87,148,0,0,0,right,HG00118_realigned.bam,chr1_30867_30891
237,88,145,3,0,0,right,HG00118_realigned.bam,chr1_30867_30891
238,89,147,1,0,0,right,HG00118_realigned.bam,chr1_30867_30891
239,90,144,4,0,0,right,HG00118_realigned.bam,chr1_30867_30891
240,91,148,0,0,0,right,HG00118_realigned.bam,chr1_30867_30891
241,92,145,3,0,0,right,HG00118_realigned.bam,chr1_30867_30891
242,93,147,1,0,0,right,HG00118_realigned.bam,chr1_30867_30891
243,94,148,0,0,0,right,HG00118_realigned.bam,chr1_30867_30891
244,95,147,1,0,0,right,HG00118_realigned.bam,chr1_30867_30891
245,96,146,2,0,0,right,HG00118_realigned.bam,chr1_30867_30891
246,97,148,0,0,0,right,HG00118_realigned.bam,chr1_30867_30891
247,98,147,1,0,0,right,HG00118_realigned.bam,chr1_30867_30891
248,99,147,1,0,0,right,HG00118_realigned.bam,chr1_30867_30891
249,100,146,2,0,0,right,HG00118_realigned.bam,chr1_30867_30891
250,101,146,2,0,0,right,HG00118_realigned.bam,chr1_30867_30891
251,102,146,2,0,0,right,HG00118_realigned.bam,chr1_30867_30891
252,103,146,2,0,0,right,HG00118_realigned.bam,chr1_30867_30891
253,104,147,1,0,0,right,HG00118_realigned.bam,chr1_30867_30891
254,105,145,3,0,0,right,HG00118_realigned.bam,chr1_30867_30891
255,106,148,0,0,0,right,HG00118_realigned.bam,chr1_30867_30891
256,107,146,2,0,0,right,HG00118_realigned.bam,chr1_30867_30891
257,108,146,2,0,0,right,HG00118_realigned.bam,chr1_30867_30891
258,109,147,1,0,0,right,HG00118_realigned.bam,chr1_30867_30891
259,110,146,2,0,0,right,HG00118_realigned.bam,chr1_30867_30891
260,111,147,1,0,0,right,HG00118_realigned.bam,chr1_30867_30891
261,112,147,1,0,1,right,HG00118_realigned.bam,chr1_30867_30891
